,message,predicted,Cluster_PCA_withfirst177,Medical_conslut,service_support,PriceBooking_inquiry,place_inquiry
4240,ابغي ازرع سن امامي واحده اسنان تركيب تلبيس افيدوني التكلفه سمحتي دكتوره,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4241,تبوك فرع,obj,0,0.0,0.0,0.0,place_inquiry
4242,ورحمة وبركاته اعرف العنوان وبكم زرع السنه جزاكم خيرا,obj,0,0.003215434083601286,0.0,PriceBooking_inquiry,place_inquiry
4243,ورحمه سمحتي دكتور سؤال عايز اعرف علاج لفطريات اللسان,obj,0,0.003215434083601286,0.0,PriceBooking_inquiry,0.0
4244,يوجد لديكم فرع السعودية,obj,0,0.0,service_support,0.0,place_inquiry
4245,حابب اعرف الوقت المطلوب لعمل الزراعه بشكل صحيح,obj,0,0.0,0.0,0.0,0.0
4246,اريد اسنان متحركة لدية سن يكلف سعريا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4247,عندي سكر اسناني تاكالت يبقي الاسنان الامامية امل تركيب اسنان,obj,0,Medical_conslut,0.0,0.0,0.0
4248,زراعه الاسنان كامله ترجعو خبر والافضل الخاص,obj,0,Medical_conslut,0.0,0.0,0.0
4249,القلع والتركيب,obj,0,0.0,0.0,0.0,0.0
4250,وين مكان باءي شارع واي محافظه واي حاره,obj,0,0.0,0.0,0.0,place_inquiry
4251,السم مريض سكر واسناني كلها طاحت واريد التشخيص عندكم واود اعرف ينفع اركب بدل طاحوا واريد ايضا اعرف اين مكانكم خارج المملكة داخلها العلم جده,obj,0,Medical_conslut,service_support,0.0,place_inquiry
4252,اريد منكم الاجابه عندكم اسنان زراعيه وكم السنه الواحده وعندي تامين بوباء وين الموقع,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,place_inquiry
4253,عندي ثلاث اسنان مقدمة الفك العلوي صفراء وقيل بانها خيوط كربونيه ومستحيل تبيضها لانها داخل الاسنان فهل صحيح انكم تستطيعون تبيضها العلم لا ادخن استعمل التنباك النشوق افيدوني جزاكم,obj,0,Medical_conslut,0.0,0.0,0.0
4254,علاج الجذور,obj,0,0.003289473684210526,0.0,PriceBooking_inquiry,0.0
4255,وين رقمكم,obj,0,0.0,0.0,0.0,place_inquiry
4256,محتاج تخس كيلو خلال يوم بطريقة طبيعية انضم معانا,obj,0,0.003215434083601286,0.0,0.0,0.0
4257,احسبو برتقال,obj,0,0.0,0.0,0.0,0.0
4258,تكلفة تقويم الفك الاطفال تقريبا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4259,سمحتم يوجد اخصائي تقويم للاطفال,obj,0,0.003257328990228013,0.0,0.0,0.0
4260,عندي طفله سبع سنوات عندها تسوس اسنانها الاماميه العلويه وتاكل كبير وتاخرت التبديل تقويم,obj,0,Medical_conslut,0.0,0.0,0.0
4261,مم ورقة دوار الشمس,obj,0,0.0,0.0,0.0,0.0
4262,اسنان صفراء,obj,0,0.003289473684210526,0.0,0.0,0.0
4263,ليمون,obj,0,0.0,0.0,0.0,0.0
4264,برتقال,obj,0,0.0,0.0,0.0,0.0
4265,جذور الاسنان,obj,0,0.003289473684210526,0.0,0.0,0.0
4266,الاندليسة يغطي التامين ميد غلف,obj,0,0.0,service_support,0.0,0.0
4267,المركز يتعمل شركة لتامين,obj,0,0.0,service_support,0.0,place_inquiry
4268,فرصة نقدم اسرع طريقة لتخسيس الوزن الوزن المثالي تخسيس الجسم بدون ترهلات نهائيا ازالة الكرش التحكم بالشهية والاحساس بالشبع زوروا صفحة العنوان التالي عالم ادمارك لاتنسي وضع لايك لدينا حلول للمشاكل الصحية الاخري بواسير وحصي الكلي والضعف الجنسي وتاخر الانجاب والسمنة وامراض الكلي والكبد وغيرها لاتتردد بتقديم استشارتك,obj,0,Medical_conslut,0.0,0.0,0.010526315789473684
4269,سمحتم توجد فروع جدة فرعي المكرونة والتحلية,obj,0,0.0,service_support,0.0,place_inquiry
4270,الحبه,obj,0,0.0,0.0,0.0,0.0
4271,ابتكار رائع عالم طب تقويم الاسنان,obj,0,Medical_conslut,0.0,0.0,0.0
4272,اقرب مركز جنوب جدة,obj,0,0.0,0.0,0.0,place_inquiry
4273,بنتي بتابع عندهم شاطرين والي الامام,obj,0,0.003246753246753247,0.0,0.0,0.0
4274,تامين ميد غلف,obj,0,0.0,service_support,0.0,0.0
4275,سن مسوس,obj,0,0.0,0.0,0.0,0.0
4276,العرض نازل قائم,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4277,فروع بمكة,obj,0,0.0,0.0,0.0,0.0
4278,العرض خلص لسه موجود,obj,0,0.0032679738562091504,0.0,PriceBooking_inquiry,0.0
4279,يوجد فرع بالمدينة,obj,0,0.0,0.0,0.0,place_inquiry
4280,وين فروعكم بالزبط وكم فرع يوجد,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
4281,تلبيسه السن,obj,0,0.0,0.0,0.0,0.0
4282,المركز يحتاج لطبيب اسنان,obj,0,0.0032679738562091504,0.0,0.0,place_inquiry
4283,سعر اتن ظيف الاسنان,obj,0,0.0032679738562091504,0.0,PriceBooking_inquiry,0.0
4284,تقبلون تامين,obj,0,0.0,service_support,0.0,0.0
4285,العرض ساري وله راح,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4286,تامين,obj,0,0.0,service_support,0.0,0.0
4287,كشف لاطفال سن سنوات,obj,0,0.0,0.0,0.0,0.0
4288,عندي جير اسناني ابغي اشيله واثتبها تفيدوني,obj,0,Medical_conslut,0.0,0.0,0.0
4289,منطقه المدينه,obj,0,0.0,0.0,0.0,0.0
4290,تلفون فروع ابها وخميس,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4291,بدي تبيض وتنضيف الجير بالليزر تكليف وكم حصة مكة وشكرا,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4292,شو العروض ادي,obj,0,0.0,service_support,0.0,0.0
4293,العرض يشمل مشتركي التامين الطبي,obj,0,0.0,service_support,PriceBooking_inquiry,0.0
4294,الرجاء ارسال الرقم مكرونه وكيف تامينات,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4295,لوفي فرع المدينه المنوره جيب العنوان,obj,0,0.0,0.0,0.0,place_inquiry
4296,ارقام الهواتف فرع جدة وشكرا جزيل,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
4297,الساعة,obj,0,0.0,0.0,0.0,0.0
4298,خلص العرض لسه,obj,0,0.003278688524590164,0.0,PriceBooking_inquiry,0.0
4299,وبياخد وقت الجلسه,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4300,بدي اعمل اسناني قشور بكلفني السن,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4301,العرض ساري وله راح,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4302,تبع التامين,obj,0,0.0,service_support,0.0,0.0
4303,الاسنان كلها ريال,obj,0,0.003278688524590164,0.0,0.0,0.0
4304,سمحتو عندكم تامين وعايزه اعمل طربوش لدرسي تكلفته,obj,0,0.0032258064516129032,service_support,0.0,0.0
4305,شو نوع التبيض,obj,0,0.0,0.0,0.0,0.0
4306,العرض لمدة,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4307,عندكم قص لثه,obj,0,0.0,service_support,0.0,0.0
4308,ينفع حامل فالشهور الاخيره,obj,0,0.0032679738562091504,0.0,0.0,0.0
4309,اخر يوم العرض امتي,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4310,حجزت عندكم النت ومبعتليش رساله علشان اجي,obj,0,0.003236245954692557,service_support,PriceBooking_inquiry,0.0
4311,تركيبات الاسنان,obj,0,0.003289473684210526,0.0,0.0,0.0
4312,عايزه اعمل زراعة اسنان وضروس يكلف تقريبا,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4313,عندكم زراعة اسنان تكلفة السن الواحد تقريبا,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4314,ينفع للاسنان الحساسة,obj,0,0.0,0.0,0.0,0.0
4315,عفوا نوع وكم السعر,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4316,التبيض مده السنان بتفضل بيضاء علطول,obj,0,0.0,0.0,0.0,0.0
4317,التامين كلاس بيغطي لا,obj,0,0.0,service_support,0.0,0.0
4318,خسارة مالحقنا العرض,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4319,تامين ميد جلف يشمل تركيب الاسنان عندكم لا,obj,0,Medical_conslut,service_support,0.0,0.0
4320,وين المركيز وفي شارع,obj,0,0.0032679738562091504,0.0,0.0,place_inquiry
4321,ينبع معكم فروع,obj,0,0.0,0.0,0.0,0.0
4322,بتعملو عمليات انحسار اللثه وكم تكلف,obj,0,0.003246753246753247,0.0,PriceBooking_inquiry,0.0
4323,يوجد فرع قويزه,obj,0,0.0,0.0,0.0,place_inquiry
4324,تامين بيشتغل عندكم,obj,0,0.0,service_support,0.0,0.0
4325,اقصد رقم تلفون الفرع بشارع المكرونة,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
4326,عاوزة اعمل حشوات للضروس تتعاملوا تامين,obj,0,0.003246753246753247,service_support,0.0,0.0
4327,زراعة السن الواحد تكلف,obj,0,0.0032679738562091504,0.0,PriceBooking_inquiry,0.0
4328,ماعندكم فرع ابها,obj,0,0.0,0.0,0.0,place_inquiry
4329,ركبت تقويم برا السعوديه والحين ابغي متابعه الحاله عندكم اذا وجد التكلفه ارجوا الرد,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4330,التواصل معاكم عايز احجز,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4331,سحب عصب حشو ضرس رد عليا,obj,0,Medical_conslut,0.0,0.0,0.0
4332,رقم تلفونكم تكرمتم,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4333,التعاونيه تتعاملو معاها,obj,0,0.0,service_support,0.0,0.0
4334,التنظيف يشمل ازالة الصبغات الاسنان مثل اثار القهوة والتدخين,obj,0,Medical_conslut,service_support,0.0,0.0
4335,يوجد فرع ينبع,obj,0,0.0,0.0,0.0,place_inquiry
4336,غلق العرض سيد,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4337,يوجد فرع تبوك,obj,0,0.0,0.0,0.0,place_inquiry
4338,مرحبا تامين تكافئ الراجحي شغال كندكم,obj,0,0.0,service_support,0.0,0.0
4339,لسا العرض موجود,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4340,تنظيف وتبيض تامين عندكم,obj,0,0.0032679738562091504,service_support,0.0,0.0
4341,فرع بالعيص,obj,0,0.0,0.0,0.0,place_inquiry
4342,لسه العرض مستمر ارغب بالحجز,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4343,الحشوة البيضاء للسن,obj,0,0.0,0.0,0.0,0.0
4344,بطاقات التامين الصحي التابعه للشركات,obj,0,0.0,service_support,0.0,0.0
4345,يوجد تمديد شهر فبراير,obj,0,0.0,0.0,0.0,0.0
4346,يوجد فرع لديكم حي السامر,obj,0,0.0,service_support,0.0,place_inquiry
4347,فرع ليكم سكاكا,obj,0,0.0,0.0,0.0,place_inquiry
4348,رقم لتوصل,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4349,عندكم فرع مكة,obj,0,0.0,service_support,0.0,place_inquiry
4350,رقم الهاتف فضلكم,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4351,فرع الطايف,obj,0,0.0,0.0,0.0,place_inquiry
4352,يوجد فرع مكه,obj,0,0.0,0.0,0.0,place_inquiry
4353,تكلفة تركيب وحدات كوبري ثابت بالفك العلوي,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4354,زرع ضرس بنفس الضروس موجوده زرع ضروس عادي,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4355,عندكم فرع طايف,obj,0,0.0,service_support,0.0,place_inquiry
4356,يوجد فرع المظليف اوفي القنفذه,obj,0,0.0,0.0,0.0,place_inquiry
4357,لسه العرض موجود خلص,obj,0,0.0032679738562091504,0.0,PriceBooking_inquiry,0.0
4358,اخر يوم النهارده تبيض نوعه زوم,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4359,ايش اسم الفرع بالمكرونه,obj,0,0.0,0.0,0.0,place_inquiry
4360,عروض لشهر فبراير,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4361,لازم موعد لمن نروح العيادة نحجز,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4362,عندك عمليه الفك,obj,0,Medical_conslut,0.0,0.0,0.0
4363,عندكم موجود حشو وازالة التسوس,obj,0,0.003257328990228013,service_support,0.0,0.0
4364,انتو عندكم خصومات للتامينات حقت ما دخل بالتامين,obj,0,0.0,service_support,PriceBooking_inquiry,0.0
4365,ابغة زرعة حبة اسنان,obj,0,0.0032679738562091504,0.0,0.0,0.0
4366,بتقبلو شركات التامين مثل,obj,0,0.0032679738562091504,service_support,0.0,0.0
4367,دكتوره مروه باي فرع تحليه مكرونه,obj,0,0.0,0.0,0.0,place_inquiry
4368,عندكم علاج الاسنان للاطفال,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4369,فين العنوان الفرع تبعكم وهل ليكم افرع مصر تمنياتي بالتوفيق,obj,0,0.0,0.0,0.0,place_inquiry
4370,فين اماكنكم وليكم التعامل التامين,obj,0,0.0,service_support,0.0,place_inquiry
4371,وحدة فرعكم اتصلت عليا الرقم وبصراحة ماسمعتها ايش تقول مزبوط الشبكة عندنا مشكلة,obj,0,0.0031746031746031746,0.0,PriceBooking_inquiry,place_inquiry
4372,وتقبل تامين,obj,0,0.0,service_support,0.0,0.0
4373,الرحيلي اقرب مركز فين,obj,0,0.0,0.0,0.0,place_inquiry
4374,اعرف رقم اتف فرع المكرونة ني ابغي احجز اول مرة وابنتي,obj,0,0.003194888178913738,0.0,PriceBooking_inquiry,place_inquiry
4375,متي الغت تعاملها معكم,obj,0,0.0,0.0,0.0,0.0
4376,قيمة الكشف عندكم وكم اسعار الزراعة اعرف وهل موقع قريب بجنوب جدة,obj,0,0.0,service_support,PriceBooking_inquiry,place_inquiry
4377,ارجو التواصل,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4378,تفتيح اللثة بجلسة وحدة وكم سعرها,obj,0,0.003246753246753247,0.0,PriceBooking_inquiry,0.0
4379,الاسنان سر جمال الضحكه,obj,0,0.0032679738562091504,0.0,0.0,0.0
4380,تامين ميد غلف,obj,0,0.0,service_support,0.0,0.0
4381,تقبلوا تامين صحي,obj,0,0.0,service_support,0.0,0.0
4382,عندكم فرع بالطائف لا,obj,0,0.0,service_support,0.0,place_inquiry
4383,مستر سن,obj,0,0.0,0.0,0.0,0.0
4384,عوزين رقم دكتور سنان,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4385,وين لعنوان,obj,0,0.0,0.0,0.0,place_inquiry
4386,دكتور خالد الحال نفس تركيب زراع التكلف حائل,obj,0,0.0032258064516129032,0.0,0.0,0.0
4387,تصليح الاسنان ازاله جير وتعديل وضع عدسات فينير اديشمل تامين ولالا,obj,0,0.003194888178913738,service_support,0.0,0.0
4388,عندي اللثه ملتهب,obj,0,0.003278688524590164,0.0,0.0,0.0
4389,دكتور اسال السن الواحد زراع,obj,0,0.0,0.0,0.0,0.0
4390,ترسل الموقع,obj,0,0.0,0.0,0.0,place_inquiry
4391,بتابع دكتورة نجلاء متخصصة تجميل وتبيض الاسنان,obj,0,0.003236245954692557,0.0,0.0,0.0
4392,صراحه مستشفي درجه اولي,obj,0,0.0032679738562091504,0.0,0.0,0.0
4393,يوجود عروض,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4394,اسناني صفراء ومهما غسلتها مفيش نتيجه الون داخل السنه نفسها مو وسخ لونها صغيره وعملت تبيض مره فرحي مفيش نتيجه حل عندكم ارجو الافاده,obj,0,Medical_conslut,service_support,0.0,0.0
4395,تركيب سن الناب لوسمحتو الخصم ولايمت العرض وهل يشمله تامين اعلي مستوي,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4396,اجي ابيض انساني,obj,0,0.0,0.0,0.0,0.0
4397,راجل مدخن واسنانة يوجد جير بكثرة التبيض يشمل تنضيف الجير اولا,obj,0,0.0,service_support,0.0,0.0
4398,بياض طبيعي بيكون ببشبه الفنانين يبان ماطببعي اعرف وهل دائم البياض,obj,0,Medical_conslut,0.0,0.0,0.0
4399,وهل عندكم تامين التعاونية,obj,0,0.0,service_support,0.0,0.0
4400,ماهي العروضات الحالية,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4401,السبت دوام عندكم,obj,0,0.0,service_support,0.0,0.0
4402,يقبل التامين,obj,0,0.0,service_support,0.0,0.0
4403,ما اظن الاسنان اللبنيه وفوقها الاسنان تاخذ مكان اللبنيه البلوغ,obj,0,0.0032258064516129032,0.0,0.0,place_inquiry
4404,الاسنان اللبنيه والاسنان المستديمة صوره اشعه لطفل مرحله البلوغ,obj,0,Medical_conslut,0.0,0.0,0.0
4405,الفك لطفل مرحلة النمو والاسنان تتغير تطلع قريب,obj,0,0.0032258064516129032,0.0,0.0,0.0
4406,توضيح العروض للاسنان,obj,0,0.0,service_support,0.0,0.0
4407,يوجد علاج انكماش اللثا بالليزر,obj,0,0.003257328990228013,0.0,PriceBooking_inquiry,0.0
4408,يكلف حشو العصب وفيه دكاتره مصرين,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4409,احتاج حشوة بيضاء لاسناني الاسعار,obj,0,0.0,0.0,0.0,0.0
4410,رقم لا التواصل,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4411,تنظيف اسنان,obj,0,Medical_conslut,0.0,0.0,0.0
4412,سلام بسال تركيب ثابت عندي نايب فيهو خراج ويختاج قلع وتركيب ثابت حسب كلام دكتور اسنان لازم خلع العلم اسنان فكم التكلفه لاني منطقه بعيده ودي اغرف قدومي مكه وجزاكم,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.012987012987012988
4413,بصراحه محتاج تقويم للفك العلوي خايف بالنسبه معكرها مجازفه الموضوع بسيط وهل مكلف ماديا,obj,0,Medical_conslut,0.0,0.0,0.0
4414,فرع المدينةالمنورة,obj,0,0.0,0.0,0.0,place_inquiry
4415,اين مكانكم,obj,0,0.0,0.0,0.0,place_inquiry
4416,سؤال عندكم تامين ميد غلف,obj,0,0.0,service_support,0.0,0.0
4417,اناعندي اربع سنان سوس وبدها تعديل والباقي فينير اناخاف دكتور الاسنان يقدراسويهم بتخديرعام,obj,0,Medical_conslut,0.0,0.0,0.0
4418,حفظ مسافه للاطفال تخفيض,obj,0,0.0,0.0,0.0,0.0
4419,عندي اسنان يبغالها تعديل وتنظيف والباقي تلبيس اناخاف دكتور الاسنان يصير اسويهوم بتخديرعام,obj,0,Medical_conslut,0.0,0.0,0.0
4420,تلبيسات جويل,obj,0,0.0,0.0,0.0,0.0
4421,يوجد لديكم تقويم للاسنان وقسم نسائي,obj,0,0.003246753246753247,service_support,0.0,0.0
4422,صباح ايش التمين يمشي عندكم واشكرا,obj,0,0.0,service_support,0.0,0.0
4423,شارع المكرونه تقاطع فلسطين,obj,0,0.0,0.0,0.0,place_inquiry
4424,ردوعلي كلامي عندي اسنان يبغالها تعديل وتنظيف والباقي تلبيس اناخاف دكتور الاسنان يصير اسويهوم بتخديرعام,obj,0,Medical_conslut,0.0,0.0,0.0
4425,متابعه عندكم ولسه راح اعمل جسرين وكمان تاج لضرس وعدسة فينير ساستفيد بالخصم فرع المكرونة,obj,0,Medical_conslut,service_support,0.0,place_inquiry
4426,تمين ايش يمشي عندكم,obj,0,0.0,service_support,0.0,0.0
4427,فرع مكة المكرمة ارجو الافادة وشكرا,obj,0,0.0,0.0,0.0,place_inquiry
4428,يوجد لديكم قسم بالتقويم وهل يوجد قسم نسائي,obj,0,0.0,service_support,0.0,0.0
4429,تامين عمله شركة بن سمار يمشي معاكم,obj,0,0.0,service_support,0.0,0.0
4430,تامين موجود لديكم فئة,obj,0,0.0,service_support,0.0,0.0
4431,شكرا حسن تعاملكم مراكز اندلسية لطب الاسنان معليش بسال تامين الفئة الذهبية تغطي زراعة اسنان,obj,0,Medical_conslut,service_support,0.0,0.0
4432,تنظيف الاسنان سعر تامين صحي يقبل,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4433,فاتحه ملف لبناتي فرع المكرونه دلوقتي نقلت السكن صاري اقدر اروح فرح التحليه لازم ارجع المكرونه,obj,0,0.0031545741324921135,0.0,0.0,place_inquiry
4434,تامين التعاونية موجود,obj,0,0.0,service_support,0.0,0.0
4435,تامين التعاونية يمشي عندكم,obj,0,0.0,service_support,0.0,0.0
4436,تاميل تكافل الراجحي,obj,0,0.0,service_support,0.0,0.0
4437,رقم التليفون,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4438,بنتي عايزة اعملها حفظ مسافه اسنانها يشمل الخصم,obj,0,0.0032258064516129032,service_support,0.0,0.0
4439,عندي سن اماني لازم اعمله تلبيسه وعوزه اغير تلبيسة الاسنان الاماميه ينفع,obj,0,Medical_conslut,0.0,0.0,0.0
4440,عندي اسناني متفرقة الامام فوق وعندي سكر السنه الاماميه اتحركت مكانها عاوزه اركب عليهم فوق ينفع,obj,0,Medical_conslut,0.0,0.0,place_inquiry
4441,نرجوا التحصيح,obj,0,0.0,0.0,0.0,0.0
4442,لوسحمتم رقم الاستقبال بسال دوام مصطفي,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4443,المكان قاعة الحارثي تقاطع طريق المدينة شارع حراء جدة,obj,0,0.0,0.0,0.0,place_inquiry
4444,جيهان بنتي عمرها سنوات عندها تسوس الاضراس الاخيره بالفك السفلي ومحفوره يجيها الالم فترات مختلفة ويصحيها النوم ماعرف طريق التعامل العمر,obj,0,Medical_conslut,service_support,0.0,0.0
4445,عندكم تامين اكسا,obj,0,0.0,service_support,0.0,0.0
4446,فين الموقع فل ضبط لوسمحتو ترسلي الموقع,obj,0,0.0,0.0,0.0,place_inquiry
4447,سمحتو عايزه اعرف تكلفة تقويم الاسنام ضروري وممكن عمل التقويم لاي عمر عمري,obj,0,0.0031746031746031746,0.0,PriceBooking_inquiry,0.0
4448,سمحتو وين المكان,obj,0,0.0,0.0,0.0,place_inquiry
4449,ورحمة وبركاته اعرف تجميل اسنان وبكام,obj,0,0.003246753246753247,0.0,0.0,0.0
4450,اخي يقبل تامين شركة اكساء للتامين,obj,0,0.0,service_support,0.0,0.0
4451,مرحبا اندلسية تعطوني فكرة اسعار الفينيرز,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4452,اتمني التواصل معكم رقم جوال اذا امكن,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4453,يكلف زرعة السن الواحد,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4454,زراعة الاسنان تدخل ضمن التامين,obj,0,Medical_conslut,service_support,0.0,0.0
4455,الكورنيش جدة مقابل جزيرة الشراج,obj,0,0.0,0.0,0.0,place_inquiry
4456,كورنيش جدة مجسم التصادم,obj,0,0.0,0.0,0.0,place_inquiry
4457,منتزه بلو لاقون سابقا جدة الكورنيش,obj,0,0.0,0.0,0.0,place_inquiry
4458,كورنيش جدهه دوار الزهارين,obj,0,0.0,0.0,0.0,0.0
4459,دوار الحادثة الكورنيش الشمالي,obj,0,0.0,0.0,0.0,0.0
4460,فين مكن جده,obj,0,0.0,0.0,0.0,place_inquiry
4461,سعر سحب العصب اذا بهذه الطريقه اكيد اكثر الضعف,obj,0,0.003215434083601286,0.0,PriceBooking_inquiry,0.0
4462,صباح النور تركيب الاسنان عندكم,obj,0,Medical_conslut,service_support,0.0,0.0
4463,فروع مكه,obj,0,0.0,0.0,0.0,place_inquiry
4464,لوسمحت تخصص اطفال,obj,0,0.0,0.0,0.0,0.0
4465,اندلسية المدينة جدة,obj,0,0.0,0.0,0.0,place_inquiry
4466,نريد العنوان مدينة جده وهل يقبل شركة التامينات,obj,0,0.0,service_support,0.0,place_inquiry
4467,علاج العصب خطر فتره الحمل,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4468,دكتور عمر افضل طبيب اعصاب اسنان الاطلاق اشهد بذلك الوحيد قدر يخلي زيارة دكتور الاسنان بالنسبالي ما مصدر رعب بارك ايديه تتلف حرير,obj,0,Medical_conslut,0.0,0.0,0.0
4469,تتدخل وزارة التجارة والصحة لتحديد وضبط اسعار عيادات الاسنان,obj,0,0.003215434083601286,service_support,PriceBooking_inquiry,0.0
4470,مرحبا موقع قريب شارع غرناطة وهل يوجد تامين التعاونية لديكم وشكرا,obj,0,0.0,service_support,0.0,place_inquiry
4471,شيماء لسه فرع المكرونة,obj,0,0.0032679738562091504,0.0,0.0,place_inquiry
4472,متواجد المدينه,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4473,وكم اسعره,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4474,تامين عندكم المركز,obj,0,0.0,service_support,0.0,place_inquiry
4475,سمحتو الكشف مجانا اذا مو مجانا,obj,0,0.0,0.0,0.0,0.0
4476,ابغا يسجلي علاج للثه ملتهب وتطلع دم,obj,0,Medical_conslut,0.0,PriceBooking_inquiry,0.0
4477,العنوان بالظبط لانه مركز,obj,0,0.0,0.0,0.0,place_inquiry
4478,تامين تكافل الراجحي,obj,0,0.0,service_support,0.0,0.0
4479,تامين,obj,0,0.0,service_support,0.0,0.0
4480,طبيعه شغل طبيب الاسنان صعبه جدا يعينكم,obj,0,Medical_conslut,0.0,0.0,0.0
4481,الاسعار وخاصه سحب العصب,obj,0,0.0032679738562091504,0.0,0.0,0.0
4482,الاسعار وخاصه سحب العصب وعنوان المركز,obj,0,0.003246753246753247,0.0,0.0,place_inquiry
4483,تتعاملو بتامين دايموند,obj,0,0.0,service_support,0.0,0.0
4484,عندكم تامين بيشتغل,obj,0,0.0,service_support,0.0,0.0
4485,بدي رقم خدمة العملاء المكرونة,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4486,يوجد عندكم ربط اسنان,obj,0,0.0032679738562091504,service_support,0.0,0.0
4487,صباح يوجود عندكم قسم لزراعة الاسنان وكم سعر زراعة السن,obj,0,Medical_conslut,service_support,PriceBooking_inquiry,0.0
4488,تكتبولنا اسعار الزراعه تبدا سعر تلبيس سن زركون المعدن اختصارا للاتصال,obj,0,0.003194888178913738,0.0,PriceBooking_inquiry,0.0
4489,ارجو الاتصال وتحديد موقعكم رقم,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
4490,بدي احجز موعد,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4491,موجود تخصص تركيبات اسنان للكبار,obj,0,0.003257328990228013,0.0,0.0,0.0
4492,المكان ارياض,obj,0,0.0,0.0,0.0,place_inquiry
4493,عفوا العرض يشمل جلسة,obj,0,0.0,service_support,PriceBooking_inquiry,0.0
4494,اعرف فروعكم,obj,0,0.0,0.0,0.0,place_inquiry
4495,لازم موعد الحضور وفترة الدوام,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4496,التكلفة الفروع الاخري التحلية,obj,0,0.0,0.0,PriceBooking_inquiry,place_inquiry
4497,ح سعر تركيبه السن الواحده الخصم,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4498,بدي دكتور اسنان اطفال,obj,0,0.0032679738562091504,0.0,PriceBooking_inquiry,0.0
4499,تقبلون تامين,obj,0,0.0,service_support,0.0,0.0
4500,ضروري احتاج رقم الدكتور,obj,0,0.0,0.0,PriceBooking_inquiry,0.0
4501,بصراحه احسن الدكتور تقويم الاسنان تعالجت عنده,obj,0,Medical_conslut,0.0,0.0,0.0
4502,رائع دكتور اشرف تري محتاجين اطباء اسنان ومصممين ابتسامه معتمدين,obj,0,Medical_conslut,0.0,0.0,0.0
