lexicon,polarity,origin
سرقها,-1,KSA
سطحي,-1,KSA
سفاحين,-1,KSA
سفهاء,-1,KSA
سفيه,-1,KSA
سقطاته,-1,KSA
سقطوا,-1,KSA
سكر,-1,KSA
سكين,-1,KSA
سلبت,-1,KSA
سلبه,-1,KSA
سلبيات,-1,KSA
سلوقيه,-1,KSA
سلولي,-1,KSA
سنفور,-1,KSA
سهامهم,-1,KSA
سوء,-1,KSA
سواس,-1,KSA
سيء,-1,KSA
سيدني,-1,KSA
سيزاحمك,-1,KSA
سيصفع,-1,KSA
سيغلق,-1,KSA
سيئ,-1,KSA
سيئة,-1,KSA
سئحارب,-1,KSA
شبيتوا,-1,KSA
شتم,-1,KSA
شحيحة,-1,KSA
شخلهم,-1,KSA
شذوذ,-1,KSA
شراميط,-1,KSA
شرد,-1,KSA
شرذمة,-1,KSA
شرك,-1,KSA
شركيه,-1,KSA
شرهم,-1,KSA
شريرين,-1,KSA
شكاوي,-1,KSA
شكوي,-1,KSA
شماته,-1,KSA
شهار,-1,KSA
شهوانيا,-1,KSA
شهوانيون,-1,KSA
شياطين,-1,KSA
شيطنة,-1,KSA
شيعة,-1,KSA
شيعي,-1,KSA
مصيبه,-1,KSA
صدمتني,-1,KSA
صدمه,-1,KSA
صرخة,-1,KSA
صعب,-1,KSA
صعبة,-1,KSA
صغير,-1,KSA
صفويه,-1,KSA
صهيونيته,-1,KSA
صهيونيه,-1,KSA
صياح,-1,KSA
صياحك,-1,KSA
صيع,-1,KSA
ضارب,-1,KSA
ضاع,-1,KSA
ضاقت,-1,KSA
ضالمين,-1,KSA
ضايقوا,-1,KSA
ضد,-1,KSA
نصيرية,-1,KSA
ضدك,-1,KSA
ضده,-1,KSA
ضدهم,-1,KSA
ضرائب,-1,KSA
ضربته,-1,KSA
ضريبة,-1,KSA
ضعف,-1,KSA
ضعفاء,-1,KSA
شيوعيه,-1,KSA
ضعيف,-1,KSA
ضعيفة,-1,KSA
ضعيفه,-1,KSA
ضغط,-1,KSA
ضغوطات,-1,KSA
ضلال,-1,KSA
ضلالكم,-1,KSA
ضياعهم,-1,KSA
ضيعت,-1,KSA
ضيعتنا,-1,KSA
ضيعتو,-1,KSA
ضيم,-1,KSA
طاردت,-1,KSA
طاقيه,-1,KSA
طايش,-1,KSA
طبولك,-1,KSA
طحالب,-1,KSA
طحلب,-1,KSA
طحلبه,-1,KSA
طحلبي,-1,KSA
طراق,-1,KSA
طرد,-1,KSA
طرده,-1,KSA
طردهم,-1,KSA
طز,-1,KSA
طعم,-1,KSA
طعنوا,-1,KSA
طغاء,-1,KSA
طفش,-1,KSA
طفشانين,-1,KSA
طقاع,-1,KSA
طقطقة,-1,KSA
طقطقه,-1,KSA
طواقي,-1,KSA
طيحتي,-1,KSA
طيزك,-1,KSA
طيزها,-1,KSA
ظالم,-1,KSA
ظغوطات,-1,KSA
ظلم,-1,KSA
ظلمتنا,-1,KSA
ظلمنا,-1,KSA
ظلمناها,-1,KSA
ظلمهم,-1,KSA
عاجز,-1,KSA
عاجزين,-1,KSA
عار,-1,KSA
عاطل,-1,KSA
عاطلين,-1,KSA
عالفاضي,-1,KSA
عانس,-1,KSA
عاهات,-1,KSA
عاهرات,-1,KSA
عاهراتهم,-1,KSA
عائق,-1,KSA
عبث,-1,KSA
عبد,-1,KSA
عبودية,-1,KSA
عبيط,-1,KSA
عتاب,-1,KSA
عجز,-1,KSA
والتعاطف,-1,KSA
عدو,-1,KSA
عدوان,-1,KSA
عذاب,-1,KSA
عرة,-1,KSA
عرص,-1,KSA
عريانين,-1,KSA
عصابات,-1,KSA
عصابة,-1,KSA
عصابته,-1,KSA
عصابه,-1,KSA
عفن,-1,KSA
عقاب,-1,KSA
عقدتكم,-1,KSA
عقوبه,-1,KSA
علقتنا,-1,KSA
علماني,-1,KSA
عميل,-1,KSA
عنصري,-1,KSA
عنصرية,-1,KSA
عنصريتي,-1,KSA
عنصرين,-1,KSA
عهر,-1,KSA
عيب,-1,KSA
غامضه,-1,KSA
غباء,-1,KSA
غبش,-1,KSA
غبي,-1,KSA
غبية,-1,KSA
غبيه,-1,KSA
غرباء,-1,KSA
غربة,-1,KSA
غربلة,-1,KSA
غرقان,-1,KSA
غش,-1,KSA
غشامة,-1,KSA
غصب,-1,KSA
غصبا,-1,KSA
غضب,-1,KSA
غضبك,-1,KSA
غلط,-1,KSA
غلطة,-1,KSA
غياب,-1,KSA
فاجر,-1,KSA
فاحش,-1,KSA
فاشل,-1,KSA
فاشلة,-1,KSA
فاشله,-1,KSA
فاشلين,-1,KSA
فاضحهم,-1,KSA
فاضية,-1,KSA
فاضين,-1,KSA
فالقة,-1,KSA
فاحذرهم,-1,KSA
فتنة,-1,KSA
فتنه,-1,KSA
فرطنا,-1,KSA
فساد,-1,KSA
فسادها,-1,KSA
فسحقا,-1,KSA
فسد,-1,KSA
فشخ,-1,KSA
فشل,-1,KSA
فشلك,-1,KSA
فصل,-1,KSA
فصلوك,-1,KSA
فضايح,-1,KSA
فضايحهم,-1,KSA
فضائح,-1,KSA
فضائحه,-1,KSA
فضح,-1,KSA
فضحت,-1,KSA
فضحهم,-1,KSA
فضيحتهم,-1,KSA
فضيحه,-1,KSA
فضيعه,-1,KSA
فقدناها,-1,KSA
فقر,-1,KSA
فواتير,-1,KSA
فوضي,-1,KSA
فئران,-1,KSA
قاتل,-1,KSA
قاتلت,-1,KSA
قاطعوها,-1,KSA
قاطعوهم,-1,KSA
قاطعوه,-1,KSA
قاهركم,-1,KSA
قتال,-1,KSA
قتتال,-1,KSA
قتل,-1,KSA
قتلت,-1,KSA
قتلهم,-1,KSA
السيئه,-1,KSA
قذارة,-1,KSA
قذر,-1,KSA
قذف,-1,KSA
قرض,-1,KSA
قرف,-1,KSA
قروشونا,-1,KSA
قسو,-1,KSA
قصف,-1,KSA
قطيع,-1,KSA
قطيعه,-1,KSA
قفلو,-1,KSA
واللصوص,-1,KSA
قلة,-1,KSA
قلتهم,-1,KSA
قنابل,-1,KSA
قهر,-1,KSA
قوادين,-1,KSA
قوطي,-1,KSA
الصليبيه,-1,KSA
كابوس,-1,KSA
كاذبة,-1,KSA
كارثة,-1,KSA
كارثه,-1,KSA
كافر,-1,KSA
كالاغنام,-1,KSA
كالعلمانين,-1,KSA
كبرتوها,-1,KSA
كتكوت,-1,KSA
كذب,-1,KSA
كذببتهم,-1,KSA
كذبة,-1,KSA
كذبت,-1,KSA
كذبه,-1,KSA
كذوبا,-1,KSA
كره,-1,KSA
كرها,-1,KSA
كرهتوني,-1,KSA
كرهه,-1,KSA
كس,-1,KSA
كسك,-1,KSA
كسم,-1,KSA
كسها,-1,KSA
كسول,-1,KSA
كف,-1,KSA
كفار,-1,KSA
كفر,-1,KSA
ككف,-1,KSA
كلاب,-1,KSA
كلابها,-1,KSA
كلب,-1,KSA
والارهاب,-1,KSA
كمشانق,-1,KSA
كوابيس,-1,KSA
كوارث,-1,KSA
كوارثية,-1,KSA
كوارثيه,-1,KSA
كوشته,-1,KSA
كوشه,-1,KSA
كيح,-1,KSA
لابتزاز,-1,KSA
لابوالقطاع,-1,KSA
لابو,-1,KSA
لاتتحمسون,-1,KSA
لاتثقو,-1,KSA
لاتريد,-1,KSA
لاتسلب,-1,KSA
لاتكترث,-1,KSA
لاتهايطون,-1,KSA
لاحسيب,-1,KSA
لارئيس,-1,KSA
لاشي,-1,KSA
لاهطين,-1,KSA
لايثق,-1,KSA
لايستحق,-1,KSA
لايستفيد,-1,KSA
لايصلح,-1,KSA
لايعرف,-1,KSA
لايكثر,-1,KSA
لايهايط,-1,KSA
لايوجد,-1,KSA
لاصطياد,-1,KSA
لاسرائيل,-1,KSA
شهواته,-1,KSA
لبرالي,-1,KSA
لبرالية,-1,KSA
لتخرس,-1,KSA
لتخريس,-1,KSA
لتدشير,-1,KSA
لتدمير,-1,KSA
لتظلم,-1,KSA
لتقليص,-1,KSA
لجشع,-1,KSA
لجهل,-1,KSA
لحثالةداعش,-1,KSA
لحثاله,-1,KSA
لخذلانكم,-1,KSA
لخلخلة,-1,KSA
لذنبهم,-1,KSA
لسبهم,-1,KSA
لص,-1,KSA
لضلالكم,-1,KSA
لعزلة,-1,KSA
لفشله,-1,KSA
للاسف,-1,KSA
للاسوء,-1,KSA
للاهانة,-1,KSA
للاسي,-1,KSA
للترزز,-1,KSA
للثورات,-1,KSA
للدشير,-1,KSA
للدعاره,-1,KSA
للسخرية,-1,KSA
للطحالب,-1,KSA
للطحلب,-1,KSA
للطغيان,-1,KSA
للطغين,-1,KSA
للعاطلات,-1,KSA
للعاطلين,-1,KSA
للعنصرية,-1,KSA
للغبنه,-1,KSA
للفاسد,-1,KSA
للفساد,-1,KSA
للمجرم,-1,KSA
للمخدوعين,-1,KSA
لمهاجمة,-1,KSA
لهط,-1,KSA
لهطت,-1,KSA
لهطتنا,-1,KSA
لهفت,-1,KSA
لهفو,-1,KSA
لواط,-1,KSA
لوطي,-1,KSA
ليبرالي,-1,KSA
ليبراليه,-1,KSA
ليتهم,-1,KSA
ليرحل,-1,KSA
ليقتل,-1,KSA
مات,-1,KSA
ماتبيك,-1,KSA
ماتت,-1,KSA
ماتعجبه,-1,KSA
ماتعرف,-1,KSA
ماتعرفين,-1,KSA
ماتفكرين,-1,KSA
ما_ته,-1,KSA
ماتهمهم,-1,KSA
ماتوا,-1,KSA
ماربوه,-1,KSA
مازق,-1,KSA
ماشفناكم,-1,KSA
ماصدمناكم,-1,KSA
مافيا,-1,KSA
ماقدمت,-1,KSA
مالنا,-1,KSA
ماهرب,-1,KSA
ماهمهم,-1,KSA
مايتاهل,-1,KSA
مايتحاسبون,-1,KSA
مايحاسبهم,-1,KSA
ماينسكت,-1,KSA
متبطحين,-1,KSA
متحجرين,-1,KSA
متخاذل,-1,KSA
متخلفه,-1,KSA
متخلفين,-1,KSA
متدنية,-1,KSA
متذبذب,-1,KSA
متسلط,-1,KSA
متسلق,-1,KSA
متشكك,-1,KSA
متضايقين,-1,KSA
متضره,-1,KSA
متضري,-1,KSA
متضرين,-1,KSA
متعصب,-1,KSA
متعطله,-1,KSA
متقوم,-1,KSA
متهالك,-1,KSA
متهالكة,-1,KSA
متهم,-1,KSA
متهور,-1,KSA
متوحش,-1,KSA
متورط,-1,KSA
مجازر,-1,KSA
مجاملة,-1,KSA
مجرمين,-1,KSA
مجمده,-1,KSA
مجهول,-1,KSA
مجوسي,-1,KSA
محبط,-1,KSA
محبطون,-1,KSA
محتكري,-1,KSA
محتلة,-1,KSA
محتلين,-1,KSA
محرضة,-1,KSA
محروق,-1,KSA
محروقين,-1,KSA
محرومين,-1,KSA
محنة,-1,KSA
محنه,-1,KSA
مخاوف,-1,KSA
مختطف,-1,KSA
مختل,-1,KSA
مختلط,-1,KSA
مخجل,-1,KSA
مخذولين,-1,KSA
مخيس,-1,KSA
مدبس,-1,KSA
مديونيات,-1,KSA
مذبحة,-1,KSA
مذلة,-1,KSA
مراقص,-1,KSA
مرتدة,-1,KSA
مرتدون,-1,KSA
مرتدي,-1,KSA
مرتزقة,-1,KSA
مرض,-1,KSA
مرقص,-1,KSA
مريضين,-1,KSA
مزبلة,-1,KSA
مزعج,-1,KSA
مزعلهم,-1,KSA
مزقت,-1,KSA
مزودينها,-1,KSA
مساكين,-1,KSA
مستبدين,-1,KSA
مستحيلة,-1,KSA
مستعبدة,-1,KSA
مستغلينا,-1,KSA
مستنقعات,-1,KSA
مستهتر,-1,KSA
مستهترة,-1,KSA
مسحور,-1,KSA
مسخره,-1,KSA
مسكين,-1,KSA
مسلوبه,-1,KSA
مسمومه,-1,KSA
مسيطرين,-1,KSA
مشاكل,-1,KSA
مشاكلهم,-1,KSA
مشكلة,-1,KSA
مشوه,-1,KSA
مشوها,-1,KSA
مص,-1,KSA
مصاب,-1,KSA
مصت,-1,KSA
مصخره,-1,KSA
مصدعه,-1,KSA
مصفدة,-1,KSA
مصقوع,-1,KSA
الفاسد,-1,KSA
مضروب,-1,KSA
مطارده,-1,KSA
مطاردون,-1,KSA
مطبل,-1,KSA
مطبلين,-1,KSA
مظاهرات,-1,KSA
مظلوم,-1,KSA
مظلومون,-1,KSA
معاناة,-1,KSA
معانات,-1,KSA
معتوه,-1,KSA
معصبين,-1,KSA
معقدة,-1,KSA
معقده,-1,KSA
معلق,-1,KSA
معنفه,-1,KSA
معوق,-1,KSA
معوقه,-1,KSA
مغازل,-1,KSA
مغلوبون,-1,KSA
مفاصيخ,-1,KSA
مفبرك,-1,KSA
مفتري,-1,KSA
مفضوحين,-1,KSA
مفلسين,-1,KSA
مقاطعة,-1,KSA
مقاطعه,-1,KSA
مقاطعين,-1,KSA
مقالب,-1,KSA
مقلب,-1,KSA
مكوته,-1,KSA
ملحده,-1,KSA
ملطشه,-1,KSA
ملعونه,-1,KSA
ملغاه,-1,KSA
ملقوف,-1,KSA
مليشيات,-1,KSA
منافق,-1,KSA
منافقي,-1,KSA
منتهي,-1,KSA
منجلطه,-1,KSA
منحله,-1,KSA
مندسين,-1,KSA
مندق,-1,KSA
منزعجه,-1,KSA
منطول,-1,KSA
منعت,-1,KSA
منكر,-1,KSA
مهانه,-1,KSA
مهبل,-1,KSA
مهدد,-1,KSA
مهدره,-1,KSA
مهرج,-1,KSA
مهزلة,-1,KSA
مهزله,-1,KSA
مهزومين,-1,KSA
مهمشة,-1,KSA
مهملين,-1,KSA
مهولين,-1,KSA
متاخرة,-1,KSA
موقفه,-1,KSA
مؤامرة,-1,KSA
مؤامره,-1,KSA
مؤخرة,-1,KSA
ناشبين,-1,KSA
ناقص,-1,KSA
ناقصات,-1,KSA
ناقصين,-1,KSA
ناهبين,-1,KSA
نايم,-1,KSA
نبطل,-1,KSA
نتخلي,-1,KSA
نتنه,-1,KSA
نجس,-1,KSA
نحارب,-1,KSA
ندعس,-1,KSA
ندفنهم,-1,KSA
ندمانه,-1,KSA
نصاب,-1,KSA
نصابين,-1,KSA
نصب,-1,KSA
نصبها,-1,KSA
نصيح,-1,KSA
نعاني,-1,KSA
نعلك,-1,KSA
نفاق,-1,KSA
نفسيات,-1,KSA
نفصله,-1,KSA
نقاطعكم,-1,KSA
نقدت,-1,KSA
نقص,-1,KSA
نقصت,-1,KSA
نكب,-1,KSA
نكبتهم,-1,KSA
نكبكم,-1,KSA
نكدتم,-1,KSA
نكسة,-1,KSA
نموت,-1,KSA
نهايتك,-1,KSA
نهايط,-1,KSA
نهب,-1,KSA
نهبت,-1,KSA
نيك,-1,KSA
اتضرب,-1,KSA
اتطقطق,-1,KSA
ايط,-1,KSA
ايطتوا,-1,KSA
هدم,-1,KSA
صاح,-1,KSA
هربوا,-1,KSA
هروب,-1,KSA
هزلت,-1,KSA
هزيمة,-1,KSA
هستره,-1,KSA
هلاك,-1,KSA
همجيه,-1,KSA
هموم,-1,KSA
تحريش,-1,KSA
ياط,-1,KSA
ياطكم,-1,KSA
واتهاماته,-1,KSA
واحتيال,-1,KSA
واحرق,-1,KSA
واخفاق,-1,KSA
واذلتها,-1,KSA
وارحل,-1,KSA
واسطه,-1,KSA
واطيه,-1,KSA
واعيط,-1,KSA
واقصاء,-1,KSA
والاختلاط,-1,KSA
والانشقاق,-1,KSA
والاباحية,-1,KSA
والبطالة,-1,KSA
والتحريضيه,-1,KSA
والتخلف,-1,KSA
والتخويف,-1,KSA
والتستر,-1,KSA
والتشكي,-1,KSA
والتشكيك,-1,KSA
والتعذيب,-1,KSA
والتغاضي,-1,KSA
والتفريق,-1,KSA
والتمسكن,-1,KSA
والجلطة,-1,KSA
والحبشيه,-1,KSA
والحثالة,-1,KSA
والحزن,-1,KSA
والدشرة,-1,KSA
والدلوخ,-1,KSA
والدمار,-1,KSA
والدموية,-1,KSA
والدواعش,-1,KSA
والرذيلة,-1,KSA
والسفهاء,-1,KSA
والشيب,-1,KSA
والضحيه,-1,KSA
والطحالب,-1,KSA
والطغيان,-1,KSA
والظلم,-1,KSA
والعفن,-1,KSA
والعنصرية,-1,KSA
والغبيه,-1,KSA
والغضب,-1,KSA
والفجور,-1,KSA
والفرقه,-1,KSA
والفزع,-1,KSA
والفساد,-1,KSA
والفساق,-1,KSA
والفصل,-1,KSA
والفقر,-1,KSA
والفوضي,-1,KSA
والقهر,-1,KSA
والكذب,-1,KSA
والكلاب,-1,KSA
والليبراليه,-1,KSA
والمتقطع,-1,KSA
والمجون,-1,KSA
والمداهمات,-1,KSA
والمطاردات,-1,KSA
والمفجع,-1,KSA
والمفسدين,-1,KSA
والمنكرات,-1,KSA
والموت,-1,KSA
والهدر,-1,KSA
والهمجيه,-1,KSA
وانتقامك,-1,KSA
وانسبيت,-1,KSA
وانكساري,-1,KSA
وانهزمت,-1,KSA
واهدار,-1,KSA
وايقاف,-1,KSA
واذلال,-1,KSA
واذاهم,-1,KSA
واقلعوهم,-1,KSA
وااسفاه,-1,KSA
وبتتعدي,-1,KSA
وبيلقمون,-1,KSA
وتحريفهم,-1,KSA
وتحزبات,-1,KSA
وتخلف,-1,KSA
وتخونهم,-1,KSA
وترفض,-1,KSA
وتسحب,-1,KSA
وتصيح,-1,KSA
وتفترون,-1,KSA
وتفصلهم,-1,KSA
وتكاسلهم,-1,KSA
وتكرهنا,-1,KSA
وتمزقت,-1,KSA
وتنفير,-1,KSA
وتهديد,-1,KSA
وتهشمت,-1,KSA
وجبان,-1,KSA
وجع,-1,KSA
وجهل,-1,KSA
وحرضو,-1,KSA
وحرموا,-1,KSA
وحزن,-1,KSA
وحشيه,-1,KSA
وحوش,-1,KSA
وحيوانات,-1,KSA
وخاذلين,-1,KSA
وخبثه,-1,KSA
وخسارة,-1,KSA
وخيبة,-1,KSA
ودمرتوا,-1,KSA
ودنافسهم,-1,KSA
ورط,-1,KSA
ورفضت,-1,KSA
ورفضوا,-1,KSA
وروافض,-1,KSA
وسامج,-1,KSA
وسبهم,-1,KSA
وسحبو,-1,KSA
وسخهن,-1,KSA
وسرق,-1,KSA
وسكر,-1,KSA
وسواس,-1,KSA
وسوست,-1,KSA
وصايه,-1,KSA
والثكالي,-1,KSA
وضيع,-1,KSA
وطغاء,-1,KSA
وطيزها,-1,KSA
وظالم,-1,KSA
وعاطل,-1,KSA
وعاهراتهم,-1,KSA
الارامل,-1,KSA
وفاضين,-1,KSA
وفشخ,-1,KSA
وفشلنا,-1,KSA
وفضحت,-1,KSA
وفضحهم,-1,KSA
وقحه,-1,KSA
وقطيعه,-1,KSA
وقلة,-1,KSA
وكراهيه,-1,KSA
وكرهه,-1,KSA
وكزب,-1,KSA
وكسم,-1,KSA
وكلوتها,-1,KSA
ولاتهون,-1,KSA
ولاجابوك,-1,KSA
ولارقيب,-1,KSA
ولاسلوم,-1,KSA
ولاشي,-1,KSA
ولاشئ,-1,KSA
ولاعلوم,-1,KSA
ولايؤدي,-1,KSA
ولصوص,-1,KSA
ولمدعشن,-1,KSA
مهتمه,-1,KSA
ومترززين,-1,KSA
ومجوسي,-1,KSA
ومراقص,-1,KSA
ومرتزقة,-1,KSA
ومساكين,-1,KSA
ومقاطعة,-1,KSA
ونبيدكم,-1,KSA
وهدم,-1,KSA
وهمجيه,-1,KSA
وهمية,-1,KSA
وقفت,-1,KSA
ويتوارون,-1,KSA
ويزعزعون,-1,KSA
ويسب,-1,KSA
ويسبو,-1,KSA
ويستهزء,-1,KSA
ويسحب,-1,KSA
ويسحبك,-1,KSA
ويع,-1,KSA
ويلايط,-1,KSA
ويلحد,-1,KSA
ويلعبون,-1,KSA
وينبحوا,-1,KSA
وينسحب,-1,KSA
وينفون,-1,KSA
وينقلع,-1,KSA
يا_بهايم,-1,KSA
يا_حثالة,-1,KSA
يا_حثاله,-1,KSA
يا_حراميه,-1,KSA
يا_حسافه,-1,KSA
يا_حسرة,-1,KSA
المذلة,-1,KSA
يا_خوفي,-1,KSA
يا_خونة,-1,KSA
يا_زنيم,-1,KSA
يا_سحبوا,-1,KSA
يا_شريرين,-1,KSA
يا_شيطان,-1,KSA
يا_طحلبي,-1,KSA
يا_عانس,-1,KSA
يا_فاشل,-1,KSA
يا_كواحه,-1,KSA
يا_لداجين,-1,KSA
يا_لسلقلق,-1,KSA
يا_لمفلوتين,-1,KSA
يا_لهطوف,-1,KSA
يا_وضيع,-1,KSA
يبتلع,-1,KSA
يبعدون,-1,KSA
يبكي,-1,KSA
يتالم,-1,KSA
يتالمون,-1,KSA
يتبرقعون,-1,KSA
يتحرش,-1,KSA
يتحرشون,-1,KSA
يتحرقوا,-1,KSA
يتخلي,-1,KSA
يتربصون,-1,KSA
يتشكي,-1,KSA
يتضاربون,-1,KSA
يتعب,-1,KSA
يتفرعنون,-1,KSA
يتمنن,-1,KSA
يتهاوشون,-1,KSA
يتهجمون,-1,KSA
يتهم,-1,KSA
يتهمنا,-1,KSA
والتعصب,-1,KSA
التعصب,-1,KSA
يجلد,-1,KSA
يجلط,-1,KSA
يجهل,-1,KSA
يحترق,-1,KSA
يحتقر,-1,KSA
يحتقرون,-1,KSA
يحرج,-1,KSA
يحززن,-1,KSA
يحشرونهم,-1,KSA
يلعن,-1,KSA
يحقدون,-1,KSA
يخافون,-1,KSA
يخرب,-1,KSA
يخرس,-1,KSA
يخسرون,-1,KSA
يدشر,-1,KSA
يدعي,-1,KSA
يدقهم,-1,KSA
يدهس,-1,KSA
يرتد,-1,KSA
يرتدوا,-1,KSA
يرعبهم,-1,KSA
يرفض,-1,KSA
يرمي,-1,KSA
يرهبوننا,-1,KSA
يزعزعون,-1,KSA
يزعلوا,-1,KSA
يسب,-1,KSA
يسبو,-1,KSA
يسبون,-1,KSA
يستعبدك,-1,KSA
يستغل,-1,KSA
يستفزه,-1,KSA
يستقوا,-1,KSA
يستقيل,-1,KSA
يستهبل,-1,KSA
يستهزئون,-1,KSA
يحرضون,-1,KSA
يسرقون,-1,KSA
يسرقونك,-1,KSA
يسقط,-1,KSA
يسكتونا,-1,KSA
يشبحون,-1,KSA
يشتمون,-1,KSA
يشقي,-1,KSA
يصرخ,-1,KSA
يصكعه,-1,KSA
يصيحني,-1,KSA
يصيحون,-1,KSA
يضخم,-1,KSA
يضرب,-1,KSA
يضلوا,-1,KSA
يضيق,-1,KSA
يضيقون,-1,KSA
يطاردون,-1,KSA
يطرد,-1,KSA
يطعن,-1,KSA
يطفي,-1,KSA
يطقطقون,-1,KSA
يطقطون,-1,KSA
يطلعونا,-1,KSA
يعاكسون,-1,KSA
يعايرونه,-1,KSA
يعبدونه,-1,KSA
يعجن,-1,KSA
يعض,-1,KSA
يعقدونا,-1,KSA
يعير,-1,KSA
يغتر,-1,KSA
يغتصب,-1,KSA
يغلط,-1,KSA
يفرق,-1,KSA
يفشل,-1,KSA
يفصلون,-1,KSA
يفصلونها,-1,KSA
يفصلوني,-1,KSA
يفضحهم,-1,KSA
يفكونا,-1,KSA
يقتطعون,-1,KSA
يقتل,-1,KSA
يقرض,-1,KSA
يقشك,-1,KSA
يقطعون,-1,KSA
يقلق,-1,KSA
يقلقون,-1,KSA
يقنن,-1,KSA
يقهر,-1,KSA
يكذب,-1,KSA
يكره,-1,KSA
يلايط,-1,KSA
يلجلجون,-1,KSA
يلعبون,-1,KSA
يلغي,-1,KSA
يلقم,-1,KSA
يلوثون,-1,KSA
يمحيهم,-1,KSA
دونية,-1,KSA
يمنع,-1,KSA
يمنعه,-1,KSA
ينابحون,-1,KSA
دونيه,-1,KSA
ينبح,-1,KSA
ينبحوا,-1,KSA
ينتقد,-1,KSA
ينتقم,-1,KSA
ينتكس,-1,KSA
ينتكسون,-1,KSA
ينجرفون,-1,KSA
ينضرب,-1,KSA
ينفصل,-1,KSA
ينقلع,-1,KSA
ينهار,-1,KSA
ينهيهم,-1,KSA
ينهيه,-1,KSA
ينيك,-1,KSA
يهاجم,-1,KSA
يهايط,-1,KSA
يهايطون,-1,KSA
يهبط,-1,KSA
يهجو,-1,KSA
يهدد,-1,KSA
يهرب,-1,KSA
يهربها,-1,KSA
يهمش,-1,KSA
يهودي,-1,KSA
يهودية,-1,KSA
يهوديه,-1,KSA
يوادون,-1,KSA
يولولون,-1,KSA
يولون,-1,KSA
يوهموك,-1,KSA
يوهمونك,-1,KSA
مايصح,-1,KSA
بدونية,-1,KSA
الحذر,-1,KSA
قويه,-1,KSA
مرتد,-1,KSA
مرتدين,-1,KSA
المرتدين,-1,KSA
برقبته,-1,KSA
اوقفوا,-1,KSA
احرقها,-1,KSA
تدني,-1,KSA
تهدم,-1,KSA
الجن,-1,KSA
بوذيه,-1,KSA
خذلوا,-1,KSA
ضقنا,-1,KSA
ماسوف,-1,KSA
غيهم,-1,KSA
مغلوب,-1,KSA
الذبح,-1,KSA
الابادة,-1,KSA
نذبحكم,-1,KSA
ابناء_المتعة,-1,KSA
ابو_بكس,-1,KSA
ابو_سروال,-1,KSA
ابو_قات,-1,KSA
ابو_كرشه,-1,KSA
ابو_المجلس,-1,KSA
ابو_وجهين,-1,KSA
ابو_يمن,-1,KSA
اتحداكم_تتطور,-1,KSA
اثر_بمخوخكم,-1,KSA
اجسادهم_مصفدة,-1,KSA
اجللد_الطحلبي,-1,KSA
اجيال_الغفوة,-1,KSA
احداث_سبتمبر,-1,KSA
اخذت_مننا,-1,KSA
اخر_دوري,-1,KSA
اخر_مره,-1,KSA
اخس_وخس,-1,KSA
ارتفاع_بالكليسترول,-1,KSA
ارفع_طيزك,-1,KSA
استهلاك_ادوية,-1,KSA
اسحبو_الاعتماد,-1,KSA
اسحبوا_عليه,-1,KSA
اسعار_مرتفعه,-1,KSA
اسعارهم_تفوق,-1,KSA
اصبحنا_غرباء,-1,KSA
اصطياد_فئران,-1,KSA
اطقع_مقاطع,-1,KSA
اكلو_البلد,-1,KSA
اكلو_حقه,-1,KSA
ال_سلول,-1,KSA
الاجانب_مسيطرين,-1,KSA
الاجنبي_مرفه,-1,KSA
الادهي_والامر,-1,KSA
الاشكال_هذي,-1,KSA
الاغلاط_الفردية,-1,KSA
الاحتيال_والنصب,-1,KSA
الاملاء_مضروب,-1,KSA
الافعال_المشينة,-1,KSA
الاقل_مستوي,-1,KSA
الامر_بالمنكر,-1,KSA
البطيئ_جدا,-1,KSA
البقالات_ارخص,-1,KSA
البلاء_والفساد,-1,KSA
البلد_مسكين,-1,KSA
البلديات_النيام,-1,KSA
التاريخ_لايرحم,-1,KSA
التحريض_الطائفي,-1,KSA
التراب_بوجهك,-1,KSA
التسلاب_تنابحح,-1,KSA
التكاليف_الباهضة,-1,KSA
التلاعب_بالفواتير,-1,KSA
التلاعب_والاستهتار,-1,KSA
التهويل_والتخويف,-1,KSA
التولول_والتشكي,-1,KSA
الجشع_والنصب,-1,KSA
الجن_تسحبكم,-1,KSA
الجيش_الرافضي,-1,KSA
الحاشيه_الموجوده,-1,KSA
الحرب_الاعلاميه,-1,KSA
الحقيقة_مره,-1,KSA
الخاسر_الاكبر,-1,KSA
الخدمات_السيئة,-1,KSA
الخدمة_السيئه,-1,KSA
الخراب_والدمار,-1,KSA
الخطر_القادم,-1,KSA
الدمع_المسيل,-1,KSA
الدناءة_والخسة,-1,KSA
الديانة_البوذية,-1,KSA
الدين_الليبرالية,-1,KSA
الديناصورات_المعيقه,-1,KSA
الذناب_الروافض,-1,KSA
الرخيص_التافه,-1,KSA
الرواتب_الضعيفة,-1,KSA
الروس_الغاصبين,-1,KSA
السب_واللعن,-1,KSA
لك_الله,-1,KSA
السكر_والضغط,-1,KSA
السوء_والتغاضي,-1,KSA
السوسه_الحمراء,-1,KSA
السيئة_للاسف,-1,KSA
الشبه_الزفت,-1,KSA
الصفوي_الخبيث,-1,KSA
الطاقم_سيء,-1,KSA
الظلم_والخيانة,-1,KSA
العالم_البائس,-1,KSA
صعبة_قوية,-1,KSA
العداوة_والبغضاء,-1,KSA
العقد_النفسيه,-1,KSA
