tweet,class
"' """"""لم تفهمنـــــي .. ولـــــن تفهمنـــــــــي ­،،، فأنــــا أحدثـــك بقلبــــي .. وانــــت تحدثنـــــي بعقــــــلك!!!"""""""" '",neg
' @saharhassn ده هما الغلط ذاته ',neg
' @arar1234590 @kokkqwerty @lovisr60 @salehahalhilaly @a_s_hebrahim بارك الله فيكم اخي شمالي … ربنا يستجيب دعاءكم يارب امين ',pos
' يا سلام ما أحلى شعور الواحد يخلص دراسة و يكون عبى راسو نوم  #SocialMedia #بس_بقول ',pos
' من الموسم الى فات و انا بحب عروض أولاد ياسين و بيعملوا شو حلو جدااا و أن شاء الله ياخدوا 4 نعم   #ArabsGotTalent ',pos
' @hassanbanat لقد تم تعطيل الحساب -_- ',neg
' @marammmm88 ده فيديو حياتي ',pos
' عينى عالفوق كتفه هموم جبلين #هندسة ',neg
' صور حصرى من مطار القاهره لاستقبال #القبطان و #الصقر http://t.co/A0ICAKIP7a ',pos
' رنا يا جودعان #مينا_فخر_العرب #MinaAtta http://t.co/BNrPy10S1g ',pos
' نفسي فعربية ڤولڤو ',pos
' شاهين ومينا ايد واااااحده♥♥♥♥ محمد شاهين http://t.co/RGcrJ0vLyZ ',pos
"' """"""الوصولَ إلى القَلوبَ ليسَ صعباً ، فقطَ كُنَ أنيقًا عند طرقَ بابَ القلوبَ و أحسنَ الزيارة ولا تَكنَ ضيفاً ثقيلاً ! http://t.co/MGLpISkCC8"""""""" '",pos
' @arnobe2425 ويسعدك يارب وان شاء الله تكون سنه سعيده عليك وعلي كل آحبابك يارب :) :) ',pos
"' """"""أحمد حلمي إنسان جميل جداً، عبقري، أسطورة في نفسه كده."""""""" '",pos
' #نقطة_ضعف_البنات العمر  والمصاري - وشوفة الحال انا .. انا ....انا هي بتكون مش شبعني اللقمة عند اهلها. ',neg
' يعنى بجد الناس الناس كلها افتكرت الخروج الاسبوع ده .... الامتحان الاربع و انا لسه بفتح المادة بس انا مضطرة انزل و امرى لله :D #هسقط ',neg
' الذكريات لا تموت ... الذكريات تُميت ',neg
' للمحجبات ! http://t.co/al1HCjq7Vb ',neu
' #لو_سانتا_كلوز_مصري  كآن هيلعن اليوم اللي كان فيه مصري ',neg
' السكة شماااااال واليمين  مش شغاال على فين رايحين ',neg
' تريلر ليث ونورا 2 لوحده كفيل انه ينقلنى لعالم تانى ',pos
' كم ٱشّتُقَتُ لكَ وِ لسًٱعة ٱللقَٱء فُروِحًيّ تُنٌٱدُيّك ألم تُسًمع ٱلنٌدُٱء؟ أتُعلم يّٱملٱكٱً أنٌٱر ٱلكوِنٌ بّٱلضيّٱء ',pos
' البرنس #مواهب_حلمى http://t.co/AQIXR7l3vH ',pos
' ضياء يابن المجانين لا لا لا لا 4 #ArabsGotTalent ',neg
' معاااك 4 نعيمن :D ..  #ArabsGotTalent ',pos
' معاك اربعة نعيمن ههههه #حلمي #ArabsGotTalent ',pos
' #ArabsGotTalent ميرسى بيكوو ',pos
' #لامؤاخذة_بقي.. وسيلة المواصلات المتاحة في مصر دلوقتى هي السيسي ....كله يركب العرص السيسي ..والتذكرة بأجر رمزى أو مجانا ....؟؟؟؟؟ ',neg
' ألف مبروك ولله مصر كلها فرحنالك ومستنين منك الاغنيه الأولى #محمد_شاهين ',pos
"' ""#LaithAbuJoda #ليث_المصري_السادس احنا معتبرينك تبعنا خلاص\"""" '",pos
' من حبه ربه حبب فيه خخلقققه وانت ربنا بيحبكك عشان كده خدت اللقب فى قلوب الناس ♥♥♥♥♥  #MinaAtta  مينا عطا http://t.co/Djti0UsB0b ',pos
' ابقا جدع مع غيرك  متكونش عويل ',pos
' الصِدْق أعظَمُ فضِيلة فِي الحَياة ',pos
' الإنسان الناجح هو الذي يغلق فمه قبل أن يغلق الناس آذانهم ويفتح أذنيه قبل أن يفتح الناس أفواههم ',pos
' @dianadona87 @engy_latif @Appeaxpredeator شوفو الصور الباقيه بتحمل تابعووا ',neu
' #اسامه_فقيه  الله يوفقك ويرزقك من حيث لا تحتسب   #ZDRSEDK4 ',pos
' @Jemawya_a7wgya ههههههعع لا ماهو انا خلصت ',pos
' :: @xesamir على رأى عبد المنعم محمود ....ياترى فيه كام واحد زى محمد حبيب لسه فى الأخوان و لم يكتشف ؟؟؟؟ ',neu
' كفايه ان كرمه جت في 2014 ',neu
' @Ahmedalgadamy رصه انشروا وافضهوهم علي تلك الجريمه الافظع :(( حقائق عن جريمه ترحيلات ابو زعبل@nerminbedeir @NermeenYousri @j_jawjaw @ch_cake ',neg
' وما خفي كان اعظم.        او يام في الجراب يحاوي.    . البلد بلدهم بس. ربنا يهدي الضال امين ',neg
' نـجم أرب جوت تالنت بـجدارة ♥ http://t.co/MjMDRgN9yQ ',pos
' أقوى ١٠٠شخصية تأثيرا #هيثم_العبدالله. ٨٢ @haithamalabdull fans__haitham19@ #ZDRSEDK4  #كلنا_هيثم_واحنا_قدها http://t.co/deMePLSHt2 ',neu
' واما بنعمة ربك فحدث ... انا الايه ده بتيجي معايا بنتايج عكسية :( !!! ',neg
' بيبقي كل.واحد مستني الكلمة من التاني فمحدش.بيقولها فبتفرقهم.الايام ... ',neg
' #نقطة_ضعف_الشباب كل شي عشان نفسهن رخوة كتييييير ',neu
' صلي علي نبي و تبسم دائما ',pos
' @MohammedHishem عدينا مرحله السياسه والقتل والدين وحتي معاناه معيشيه بتاعت الشعب مبقاش يفرق حاجه ..الاحسن ننسحب بهدوء وخلينا كوبنا افتراضي) ',neg
' الجوع ملحد ',neg
' رساله لكل واحد او وحده وسخه شتمت باسم يوسف او اتهمو بلخيانه والعماله وانه مابيفهمش  باسم يوسف سبلكم البلد برطعو فيها ياولاد الكلاب ',neg
' @Say3d_Sal3m اجدع حاجه ',pos
' البلد ده اقصها استك وتبقى لباس كبييييير بيضم طياز اكبر .. #دماغات :3 ',neg
' انا مش هعيش طول عمري ملاك✋ ',neg
' انا الدولة بتاعتى اسمها زمالك ',pos
' 0اليوم مع وزير الصحه اﻻردني وعدد من النواب واصحاب العطوفه والسعادة في محافظة البلقاء http://t.co/9jR7rf1tLT ',neu
' #نقطة_ضعف_الشاب العيون الجميلة... ',pos
' @sheko0ooz اه باين والله من غير توضيح  هعمل بنصيحتك حاضر .. شوفت بسمع الكلام ازاي ',neu
' @mhader464 #ShereenYehia  يا بنتى فيديو الانستجرام واكتبى معانا فى التاج شيرين يحيى مع لميس الحديدي ',neu
' @MostafaMakawi @sallyesmail2 لا تلموا الفرعون و لكن لوموا اشعب احترف صناعه الفراعنه و تأليههم ',neg
"' ""اول موسم ف عرب جوت تالنت احا كان فاجر وبعد كده بيض معيز وخصوصا الموسم ده \"""" '",neg
' @Asiaaa_Omar انام و اصحى الاقي قلة الادب دي ... ',neg
' اعمل جدول وما امشيش عليه   #قصه_قصيره_حزينه ',neg
' - خليك انت بتربيتك واسلوبك مش تقولي هتعامل حسب اللي قدامي! ✋ ',neu
' @a7tajk199 ﺑﻌﻴﺪ ﺍﻟﺴﻮ ﻋﻠﻴﻚ ﻣﻦ ﺍﻟﻜﺴﺮ ',pos
"' ""\"""": فاطمة ناعوت اللي السيسي أمرها بنشر صحيح الدين الإسلامي في مصر بتتحاكم جنائياً بتهمة ازدراء الدين الإسلامي #منقول  فاشية عسكرية ودينية\"""" '",neg
' #احمد_حلمى عسل عسل عسل عسل ٦٠٠ عسل ',pos
' كل المطارح ملكناا .. نرقص مكااان ما نحب ',pos
' أو واحدة شبهها .. هي كانت مغطية نص وشها أصلاً ',neu
' https://t.co/C0JmqvtkCq #محمد_شاهين #MohammadChahine ايوااااااااااااااا بقا والله عسل ياشاهينوووو وانسان بجد قبل ماتكون فنان ياصقر العرب ',pos
' @m_elghonami دول مكسحين والله ويقولك زمالك واهلي بلا ارف  والناس تتخانق وده يفرح ان الاهلي اتغلب والأهلي يفرح لما الزمالك يتغلب حاجه تكسف!! ',neg
' الجو تلج ف الدور ٨ ',neu
"' ""@esraa_nooh @ayamazen شكرا يا البي :\""""D '",pos
' @sheko0ooz احسن برده ',neg
' #StaracArabia #MinaAtta انهارده محمد سيراج لما لقي الفانز زعلان عشان مقعدش مع مينا قال هنعمل حفله وهجيبهلكم فيها قريب جدا ',neu
' @rula2141 هيأها ليا أحالها عاملة حفلة وغمزها كأهم ولاد صغار وما احتفلت ولا اد من طلاب ستار اكادمي ',neu
' ياريت الحمير اللى بيكتبو انجليزى بحروف عربى يعرفوا ان كل لغة لها حروف تتكتب بيها بدل الجهل ده ',neg
' اهم شخصيات ٢٠١٤ :  #عبلة_كامل #الضفدع_كيرميت #مرتضى_منصور ',neu
' اجمل نساء الدنيا  الزوجة الصالحة ',pos
' رابعه اتفخت ف ال  audting النهارده  مستنين بكره هيحصل ايه ف تالته -_- ',neg
' @Amira111forever لاتبكي علي شئ ذهب.  فكل ذاهب فالحب. كالموت لايعرف مذاهب ',neu
"' """"""مبحبش أي سؤال فيه كلمة illustrate كده من غير سبب، بس لو قال مكانها إشرح كذا هجاوب عادي، رغم إن ترجمتها يعني إشرح بس الكلمة نفسها غبية."""""""" '",neg
' يا جماعة والله كبرنا على الكلام في السياسة ',neu
' @foxelfager هو عامة اهلاوى ولازملكاوى هو اعلامى كويس فشخ ',pos
' معنديش اي ابن وسخة يخليني افرح او افرح حد ولو بأيسط طريقة. ',neg
' @dabous1 معلش الله يقويك ويحميك ',neu
"' ""ليث وابتسام واشراق دودو  ❤❤ #DoaaElSebaii  #LaithAbuJoda  #Ibtissamtiskat  #IchrakGmar http://t.co/gaACFKAUKX\"""" '",pos
' @Antonious91   وساعات كمان من الشات :-) ❤ ',pos
' @magnonabek1 هو إنتي أسمك إيه ؟ :D ',neu
' نحن الان ف نهاية السنة ونتمنى من الله ان تكون سنة 2015 سنة خير وحب وامن واستقرار وتحسن ف جميع الأحوال  يارب . ',pos
' انا مش مهمة عند حد فا ليه اخلي حد مهم عندي مهما كنت بحبو ؟ ',neg
' لكل من يتحدث من خلفي ..  لو أنك مكتمل الرجولة لتحدثت في وجهي!  #فهيد ',neg
' جمهور الإتحاد النهارده حضرماتش الباسكت بتاع الأهلى و ضربوا اللاعيبه محمود طاهر منع جمهور الأهلى من حضور يد و باسكت و بيقبض على الجمهور كمان ',neu
' أحلى حاجة في الدنيا لما تحصل حاجة نفسك فيها فجأة فتفرح أستمتع وتبسط بكل التفصيل اللي ممكن تبسطك :) أرابيسك تصبحوا على خير :) ',pos
' زى الملايكه اما تشوفها .. وردايه تحلم تقطفها .. http://t.co/sFUwknYGBq ',pos
' @BenT_Abo_EzZ هههههههه قلب الام ^_^ حبيبتي ',pos
' انام و لا لأ ؟؟؟؟ اختارو ',neu
' @AlharthiFawaz فوووووووووووووواز  بليززززززززز بلغ سلامي ل محمد الصبحان اقرأ رسالتي ابي تويتر تبعه♡♡♡♡♡ ',neu
' عن عمره فيما أفناه. http://t.co/06oEHMfzTP ',neu
' @RoKki0i لما السباك يجي ',neu
' @kayal40 @yaraahm59289392 @melbardisi1 @Anwaroosh01 @wardh_88 القلب يتخذ القرار اللي بيناسبو ',neu
' بيوحشنى صوتك الهامس بسرح لما نتهامس فى صوتنا لما يتلامس ',pos
' @8725Fa كفرة ؟  حتى العدد استخسروه فينا يقولك كام وثلاثين واحد ',neg
' @AymanNour @drmahmoudrefaat إرحمنا ونقطنا بسكاتك... ',neg
' #اسمعني اتنا اللي بضيعني  للماضي بترجعني وعايز تحبسني فيه  احلامي انتا اللي قضيت عليها لما اتحكمت فيها طب ليا ايه احنا الجيل الشايب وهو شباب ',neg
' @Samar_Eldesoky مش لوحدك ',neu
' @Ibn_Ibrahim88 و عَلكُم سلام! ',neu
' طب اطلع غلي ف ايه !!!! ',neg
' كويس لي جي ضي شويه على اقل نشحن كروستي االكهرباية باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طويله ',neg
' @anosh221123 سلام ',neu
' الافضل ان تعيش حياتك وتدعهم يعيشوا حياتهم -- وعلي قدر اقترابهم منك اقترب انت -- واجعل لمشاعرك وزنا  #تسريب_الشرق_لمكتب_السيسي ',neu
"' """"""#هكلملك_القاضي وكم من قضاه كلمهم ممدوح شاهين ، وكم من قاتل أفلت من عقاب الأرض #تسريب_الشرق_لمكتب_السيسي"""""""" '",neg
"' """"""\""""أخٌ كالغذاء،تحتاج له دائماً و أخٌ كالدواء،تحتاج له أحياناً، و أخٌ كالداء،لا تحتاج إليه أبداً\"""" #مصطفى_محمود  أهو أنا بحب أكون رقم 2 ده فشخ!"""""""" '",neu
' @MagnonaNeeeek انا عايز انيك أي واحدة جميلة http://t.co/ngYu9trolF ',pos
' @ahmed_mefreh  قناه  مكملين  عرضت التسريب ',neu
' الماضي انتهاء لما عرفتك ',pos
' @Basel__Mohamed الكلام دا مستحيل لان كدا انت ممكن ترجع الزمن لورا ',neu
' و انا قررت انى اعمل للناس اللى عندى كلها unfollow ',neg
' خلص وصلت الفكرا .. شكرا لانك اثبتلى انى مليش حظ :) ',neg
' #ياسمينا  رائعة ... تجنني  هي دي فعلا الموهبة اللي بجد ',pos
' @princessheba1t ان شاء الله العملية تتم على خير وتقوم بالسلامة وتبقى زى الاول واحسن كمان ويباركلكو فيها ',pos
' المؤلف غير مسئول عن اي فكره هتكونها عني ',neu
"' ""\""""@DoniaHablas: قهرة Ed Sheeran و هو بيقول love me في اخر اغنية give me love.\"""" حسبي الله ونعم الوكيل '",neg
' @googeetaa مشدلتلك ',neu
' @Rahma327 @somasoka3 @e3799e4dbf644b2 قصدك مين بيتجاهل شيرو ',neu
' @mahmoud20ma  انا سايبه الموب وفاتحه من لاب دلوقتى ع فكره :D ',neu
' @bnashour @moatazmatar انا شايف انها محتاجة دكتورمسالك بولية لعلاجهم من حساب تحيا مصر ',neg
' بقت البلد كلها حورات و محدش عارف الدنيا ماشية ازاى ولا عارفين اى بتنجان استغفر الله العظيم ياااااااااااارب ! اللهم ارنا الحق حقا .. ',neg
' @farhhmh  ما أوحشك  يا دنيا ',neg
' شوفو ماذا قالت ميركل لمن يطالبون بمساواتهم بالمعلمين...! http://t.co/Gtiupenr0t ',neu
' @3abdo_Sala7 ابو صلاح ',neu
' @mohamedkweder حوار خولاتي ونسوان ',neg
"' ""\"""" و في بداية صباحي أسألك إلهي أن يكتمل يومنا بلا قهر ولا تعب ولا هم ولا قلق ولا حزن ولا خذلان نصبح بك ومعك وبك أصبحنا يارحيم.\"""" '",pos
' صاحب مصالح جارح مايسديش و يشييل في الأزمة ييجي في الوقت المالح و متحسيش انه له لزمة العيش و الملح اتباع و الكل صبح خدّاااع ',neg
' العلق محمود عثمان مع خالد الغندور ع التليفون .. ',neg
' شرفت مصر يا قبطاااان  يلا كام ريتويييت ؟  مينا عطا محمد شاهين #MinaAtta  #StaracArabia http://t.co/zBqgqLpDJ2 ',pos
' @m29_hfc @1lhfc @lmoo098 امين يارب ',pos
' @Muhamed__Ahmed @ahlyworld75 الاخوان من قناة تركية ومعتز مطر يرموا عضمة للنوشتاء وهم يولعوا الليلة ',neu
' @_ME__A مرحبا ',neu
' لم أجد حل يحل محل الحال الحالي لحالتي حاليا ',neg
' 2015 سنة فردية ربنا يستر علينا كلنا ! ',neg
' @laloushh مش مظبوط ',neg
' العاقل هو من يضع قارب و يعبر النهر .. ليس من يبني حائط ليحمي نفسه من فيضانه . ',neu
' #ShereenYehia #MinaAtta  كلام مينا عن شرين يحى اخته وصديقته https://t.co/rxSrNAws77 ',neu
' كفايه صدمات يا كلااااااااب! ',neg
' بلوك بقي للكلب ده اللي بيقول علينا عبيد البيادة وهو من عبيد المرشد تبع الخرفان يعني @abdelfattah75 ',neg
' @jalayousry @HanyHelaly1 بطل ',pos
' @iMansaf يزم الشواب خربو اسامي كل الاكلات ',neg
' @nevinegindy هيفضلوا يهروا ويولولوا ويمئمؤا إحنا ماشين ف طريقنا وهننجح بإذن الله الانكلاب يترنح ',neg
' فى ناس ماشية بمبدأ انتا فى حالك واحنا برضوا فى حالك ',neg
' كريستال الدرة الشقية الفين سلام وتحية ',neu
' وكم لله من لطف خفي ♥ ',pos
' انا بتقطع من جوايا ونسيت طعم الفرح. ',neg
' تحلو مرارة عيش في رضاك ♥ مولاي ',pos
' @5__saron @JORYYY49 @Fofa2200 @loletaloka @BananaBolly @Tabu1992 @queen123joudi @__MahaSRK @12122Moon ادعولى يا بنات امتحانى يوم الاتنين ',neu
' أنا هناااام ',neu
"' ""\""""@Takiiii: لو روحت الاهلي يا محمد يا ابراهيم ابقي سلم علي اينو و صبري و طارق السعيد و محمد صديق\"""" يوصل ان شاء الله '",neu
' #النادي الأهلي # دا فريق جبار  #زى الاعصار #ولعها نار ',pos
' @kimNanaAlg اه ماهي نازله علشان عيد ميلاد مينا وسمعت ان ليها استضافات ف مصر ع السي بي سي وروتانا ',neu
' طلع النسيان مش هو الحل! :D ',neu
' جمال الغندور : هدفي مبارة #الزمالك في ماتش انبي صحيحة .. و ضربة جزاء الزمالك غير صحيحة . و ضربة جزاء انبي صحيحة . و كان يجب طرد احمد علي ',neu
' أحساس وحش أوي لما تحس أنك بتخسر كُل إللي بتحبهم بالتصوير البطئ. ',neg
' اني اسقط اسقط اسقط ',neg
' اليلو دراجونز حضروا ماتش الاسماعيلة النهارده ؟ ',neu
' عارف حالك !! أبوس أيد امك خليك فيه ',neg
' @remal3zizi نيك ثم نيك ',neg
' @ShalabyZz يقاطعهم ',neu
' @El_Set_ البوس حاجه ممتعه الصراحه وحاجه حلوة فشخ واحلى حاجه لما هرمون الاكستوسين يبرد فى الافراز ونسبته تزيد فى الجسم احيه على دا احساس ',pos
' مش ندمانة بالعكس كفايا إنك عني دلوقتي بعيد ',neg
' الاختفاء هو الحل نيهههههههه ',neu
' انا اكتر حاجة ممكن تخسرنى حد  انه ميصدقنيش انه يكذب الكلام اللى بقوله ',neg
' @5alegi_6 أخخخخخخخخ ',neg
' يارب اعرف اغش الدعوة دى مابيجليش قلب ادعيها ',neu
' احا  هو في تسريب تاني؟؟ ',neg
' @niveenfady @NesrinKassim @AtiaSue05 @moelmor @LorinkaPearl كل سنه وإنتوا طيبين وسنه سعيده عليكوا يارب ودايما متجمعين ع المحبه ',pos
' :: @ahmedhlmy @gihanwaly  #خبر_يغطى_على_التسريبات القبض على قاتل سعاد حسنى ',neu
' تويتر وناسه متقدمين عن الفيس وناسه بتلاتين اربعين سنة ضوئية فى كل حاجة ',neu
' نبي نعرف شن قصه شبكه ليبيانا ',neu
' @BenT_Abo_EzZ و انا وعهد الله حبيكي wtever happens.... ',pos
' @Rnnr18Ston  سلامة قلبك ',pos
' #موطني_هو تحت البطانيه و جنب شاحن الموبيل ',neu
' @Monasufian انا عن نفسي نصوت ',neu
"' """"""ما هو انت لو موجود، ليه ساكت على كل دة؟"""""""" '",neg
' مطلعين فرسة من صالة المطار قدامى .. ايه الجمال دا ',pos
' اعمل ما بدالك... ',neg
' #كلمه_تقولها_لشخص_مزعله اخبط دماغك فالحيط ',neg
' #خبر_يغطى_على_التسريبات ظهور اللواء عمر سليمان فى احد شوارع المهندسين ليلة امس ',neu
' كل واحد بيدور ع اللى بيتجاهلو ويحبه :-/ ',neg
' خارجين مع شوية موبايلات ~ ',neg
' @AliSh_official1 @SarahAbdelbaky1 انا الدمعة هتفر من عيني .. يلا يا اوووفر انت وهي دا انتوا بتضربوا بعض قدامي :D ',neg
' الينت ايه غير رقة و نضافة ',pos
' ياريتك .. ',neg
' @BenghaziyaA @osama_benghazi @loayomran انا ولد بنعازي يكفيني عارف الصح من الخطاء وعارف امعمر الحقير انه كان عافس ع الحقراء اللي ف الليثي ',neg
' @goromalbeshe الله يشفيه ',pos
' @amahmod2103 وانا مثلك يارية تريحيني وانا اريحك http://t.co/plEExfPEKI ',neu
' ما إنت ياما غلطت كتيرر ',neg
' ابن آدم خطائون من ملحد لذوي الدقون ✋ ',neu
"' """"""مهما كنت مجتهداً بنسيان الماضي ، صدفة واحدة قد تعيدك للوراء سنين"""""""" '",neg
' @fadelullahbujw2  لياا ساعه نجرب نفتح معش فتح ',neu
' @ZD_RSEDK حرام عليكم ',neg
"' """"""@mohmmed_lotfy @da_sabry يوما ما سيعرف العالم ، ليس الآن"""""""" '",neu
' #موطني_هو #عربى #مصرى #عمرو_عمروسي  مبدع ',neu
' للحين عندي هواية التفال من المرتفعات ',neu
' هناك آشخاص  نحنوا لا نخسرهم  إنما المواقف تغربلهم .. ',neg
' ارابس غوت تالنت حلقة الزيتوووووووووووون ! ',neu
' خسسسسسسااره علي طلععع  #ZDRSEDK4 ',neg
' العيب مش على الناس اللى بتطرح افكار مختلفة العيب على من يعتنق كل ما يمر بمسامعه بدون تنقيح .. فهونوا على انفسكم ! ',neg
' واهو بكره نقول كانت ذكرى ',neg
' ادي اللي ف بالي بالملي قمر ومن السما نزلي. ',pos
' @HeshZtv @mibrahimoff نهار  اسود مش ممكن اصدق والل اروح فيها ',neg
' ماعندكيش شخصية ياست ',neg
' @Golden_Knight14 @aya_elmshnb اه اهلاوى الى ش يعرفة ',neu
"' """"""في ذكريات في حياتك مينفعش تتقال لحد .. مش عشان غلط ، عيب ، تافهة .. لأ بس عشان حلاوتها عمر ما حد هيفهمها الا اللي كان فيها"""""""" '",neu
' @mahmoudessmaiel @TahrirLive فين الخلاف الاخوان والاسلامجية نفس الفكر اليميني الرأسمالي ولا حضرتك مش واخد بالك ',neu
' قل لي متى ترسم على قلبي جراح   منك الصبر ما قويته افقدتني ما احتويته ',neu
' شهادة حق بداية هي كل بداية لطريق الحق والنور ..تميز ..نجاح ..عطاء ..نسأل الله أن يحرم وجيهكم عن النار ..كماعهدناكم كنتم ومازلتم .. #ZDRSEDK4 ',pos
"' """"""أذا أردت أن تصمد للحياة ، فلا تأخذها على أنها مأساة .."""""""" '",neu
' ديما نقوللكم فيه ناس من كثر الاكتئاب لعندهم يتمنوا لو أنهم أنخلقوا حيوانات ما حد صدقني http://t.co/zzVJTIXWhd ',neg
' ترتيب الأولويات. ',neu
' أسئلة توضح معاناتي. ',neg
' @abdelrhman14987 والله الحكام دول محتاجين معجزه سماويه علشان يتعدلو ',neg
' @MarwanWorfali مش نا لي درتها ظلمتني محمد خويا☜♨ ',neg
' 1 minute ago بليز اللي بيحب دعاء بجد يصوووت لها نسبتها قليله .. شدوو الهمه.. دعاء السباعي #DoaaElSebaii http://t.co/MBDGd82sNC ',pos
' #تسريب_الشرق_لمكتب_السيسي عجبتني جملة معتز مطر لما قال: النهاردة مجرد بداية لسلسلة تسريبات لسه هتتذاع دي كفيلة لوحدها انهم يسربوا لاإراديا ',neu
' @FMeqdad يسلموا ',pos
' @Noodyamin30Nada @kosaikuwait @kosaisham @Lujainloje @rasha_khaulya @Asma44409525 بلدى لكن اسيبها او اتخلى عن جنسيتى مستحيل ',pos
' @Deyya95 @nonamoon6 نونا حاقدة عليك ',neg
' @900__1 وانت بالصحة والسلامة وسنه عزه ونصر ع الجيش المصري ان شاء الله http://t.co/a8arI7uLFl ',pos
' نفسى ارجع اعيش يوم واحد من ايام زمان .. ',neg
' كانت لتقترب لولا الكذب ',neg
' @wessamahmed277 صعب  اووووووووووووووي ',neg
"' ""#تسريب_الشرق_لمكتب_السيسي أسوأ ما ورد في التسريبات \"""" الحاجة وتلاتين \"""" فهي تختصر قيمة الانسان عند العسكر '",neg
' وأنت سري وانت ما نويت إكتشافه .. ',pos
' @SweetLolze @McDonaldsEgypt طيب واحد بيج تيستي s:D ',neu
' صار بدا نومي ',neu
' البوم الليله معلق معايا انهارده اووى ',neu
' و العشم لما يطلع علي الفاضي بتبقي اكبر مقلب ممكن تاخدة !! ',neg
' @Youssif_Sale7 انا نفس الكلام بس تويتر بس تقريبا بيضيع وقتي جامد و فنفس الوقت مش عارفة ابتدي اقفله من امتي مثلا بدل ما ازهق بدري ',neg
' عندى احساس قوى ان فيه حياه تانية غير اللى احنا عايشينها دى. ',neu
' بس انتا بردو ابن كلب ',neg
' أصابك عشقا ',neu
' #محمد_ابراهيم مش خاين مش خابن وبيكره الاهلي مش حصدق استحاله #زمالك ',pos
"' """"""@mankosheh يا مسكينه بعينك الله ، معك وقت تنامي اقرأي المعوذات ونامي"""""""" '",pos
' @marwansenousy07 غالباً استقرار في البيت ',neu
' وقع بحبك علي الانثي ترانيم وتناغم موسيقي الطبيعه مع بعضها البعض فإن كان في استطاعتك ياأدم قولها لاتتردد فهي تحب ان تسمعها كل حين #لومي ',pos
' @Radia93_kazzuz ممكن علي مناطق معينة ',neu
' @VodafoneEgypt انا عنده مشكله و ومحتاجه مساعده ',neg
"' ""البرود اللي فيني هالايام أبرد من الاربعه اللي كانوا يعزفوآ على سفينة \"""" تايتنك \"""" وهي تغرق .\""""♥ '",neg
"' """""": الجهل يحقق رابطة متينة بين الفئات المصابة به، ويرصها جميعاً صفاً واحداً ضد الأعداء وراء الجدار في حالة استعداد دائمة للبدء في القتال\"""""""""""" '",neg
' يارب الكليه تولع الصبح قبل الأمتحان http://t.co/iODS15ZIso ',neg
' ما هو علاج مرض القلوب؟ ',neg
' @NoOna_Bn_mussa لكن دور بدون كلام هذا اصعب نوع من انواع التمثيل ',neu
' ياربّ فِي جَوف أرضَگ ” أمواتّ“ أبعدهم القَدر عَنا  فَـ/ أرحمھم برحمَتگ و اغفر لہم و وسع قبورهم و أسگنہمْ فسيح جناتك. . #ميرا #شيرين  #ندى ',pos
"' ""الوسخ ماجد سامي قال يعني بيحتفل بالهدف 100 لـ\""""وادي فجلة\"""" ناديه ف الدوري قام عامل اعلان كل اهدافهم اللي جابوها ف #الزمالك  أصل الزمالك بيوجعه '",neg
' لما تحس ان وجودك زى عدمه يبقى عدمه احسن .. ',neg
' سئل حكيم : هل هناك أقبح من البخل ؟ قال : نعم الكريم إذا تحدث بإحسانه لمن أحسن اليه . ',neu
' بضايق من طريقتي دي لأنها بتوترني و بتاخد مساحة كبيرة من تفكيري ',neg
' السبوعين اللي فاتو كانوا من أكبر فترات الضياع اللي عشتها فحياتي .. فيه حاجه غلط بجد ! ',neg
' #محمد_شاهين  #ليث_المصري_السادس #كنزه_حبيبه_المصريين كنوزتنا عايزينك تنورى مصر قريب وتحية من مصر لاهل الجزائر ',pos
' يا ناطرين التلج ..ما عاد بدكن ترجعوا ؟! ',neu
' @Ibra_Elsamman يا عم عارف طب حاول تفتكر ولو ما افتكرتش لما اشوفك هبقى اقلك ',neu
' حِين يقُول لي أُحبك ينزاح الظَلام ويعُم السلام ويُغني لي الزهُر ..! ',pos
' @hhe600 اومال يابنتى احنا نواينا صادقه  بس حلو الهاشتجين دول عجبنى #كنزه_حبيبه_المصريين #ليث_المصري_السادس ',pos
"' ""#اتفرج.. فيديو: \""""الطب الشرعي\"""" يكشف الستار عن عدد حالات الانتحار في #مصر  شاهد الفيديو.. http://t.co/YjEjo4nN3a http://t.co/PHjcPQtDU4 '",neu
' نعمة الاسلام اشي لا يقدر بثمن  الحمد لله ♥ ',pos
"' ""“@BuriedDiva: \""""منة كانت لما بتضحك يحلى فى عينى العمر الجاى\""""” +1 '",pos
' مش كل بتبقى زي ما احنا شايفنها !!!!! ',neu
' مش هنسى ان اول بنت عملتلها ادد ع الفيسبوك عملتلى بلوك قبل ما تعملى اكسيبت :( ',neg
' @mannoa43 يصير يصير  مش يقولوا انه الاموات يسمعوا فينا ',neu
' @eman_rm70 هتاخد زمنها و زمن غيرها ',neg
' اشكى اهاتى ااااااه واه اهاتى ااااااه وقول يادنيا خدى وهاتى خدى وهاتى دة انا المغنى المغنواتى .. ',neg
' @saraalmsrya صباح أورد من أحمد انا بحب سكس انا بحب الزمالك الرضاعة من كل حتي كس ',pos
' مش مبين .. اي حاجة وعمال بتتألم .. مش مبين .. بس دمعه من كتر بكاه علي وشه علم ! ',neg
